"ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","TotalPrkng","MaintFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# of Pets","# or % of Rentals Allowed","Title to Land","Area","Bath Ensuite # Of Pcs","Bath1 #Pcs","Bath1 Ensuite?","Bath1 Level","Bath2 #Pcs","Bath2 Ensuite?","Bath2 Level","Bath3 #Pcs","Bath3 Ensuite?","Bath3 Level","Bath4 #Pcs","Bath4 Ensuite?","Bath4 Level","Bath5 #Pcs","Bath5 Ensuite?","Bath5 Level","Bath6 #Pcs","Bath6 Ensuite?","Bath6 Level","Bath7 #Pcs","Bath7 Ensuite?","Bath7 Level","Bath8 #Pcs","Bath8 Ensuite?","Bath8 Level","Baths Concatenation","Bds In Bsmt","Bds Not In Bsmt","City","Complex/Subdivision Name","Concatenated Rooms","Confirm Sold Date","Cumulative DOM","Cumulative DOMLS","Days On MLS","Dwelling Classification","Entry Date","Entry Date Delay","Expiry Date","Fireplaces","Floor Area - Unfinished","Floor Area Fin - Abv Main","Floor Area Fin - Basement","Floor Area Fin - BLW Main","Floor Area Fin - Main Flr","Floor Area Fin - Total","Full Baths","Full Height","General Date","Geocode Quality","GST Incl","Half Baths","How Sold","Jurisdiction","Land Lease Expiry Year","List Price","Measurement Type","Member Board Affiliation","Municipality","Neighborhood Code","No. Floor Levels","Postal Code","Price Date","Price Per SQFT","Processed Date","Prop Type","Property Disclosure","Province","Region","Restricted Age","Room 1 Dimension 1","Room 1 Dimension 2","Room 1 Level","Room 1 Type","Room 10 Dimension 1","Room 10 Dimension 2","Room 10 Level","Room 10 Type","Room 11 Dimension 1","Room 11 Dimension 2","Room 11 Level","Room 11 Type","Room 12 Dimension 1","Room 12 Dimension 2","Room 12 Level","Room 12 Type","Room 13 Dimension 1","Room 13 Dimension 2","Room 13 Level","Room 13 Type","Room 14 Dimension 1","Room 14 Dimension 2","Room 14 Level","Room 14 Type","Room 15 Dimension 1","Room 15 Dimension 2","Room 15 Level","Room 15 Type","Room 16 Dimension 1","Room 16 Dimension 2","Room 16 Level","Room 16 Type","Room 17 Dimension 1","Room 17 Dimension 2","Room 17 Level","Room 17 Type","Room 18 Dimension 1","Room 18 Dimension 2","Room 18 Level","Room 18 Type","Room 19 Dimension 1","Room 19 Dimension 2","Room 19 Level","Room 19 Type","Room 2 Dimension 1","Room 2 Dimension 2","Room 2 Level","Room 2 Type","Room 20 Dimension 1","Room 20 Dimension 2","Room 20 Level","Room 20 Type","Room 3 Dimension 1","Room 3 Dimension 2","Room 3 Level","Room 3 Type","Room 4 Dimension 1","Room 4 Dimension 2","Room 4 Level","Room 4 Type","Room 5 Dimension 1","Room 5 Dimension 2","Room 5 Level","Room 5 Type","Room 6 Dimension 1","Room 6 Dimension 2","Room 6 Level","Room 6 Type","Room 7 Dimension 1","Room 7 Dimension 2","Room 7 Level","Room 7 Type","Room 8 Dimension 1","Room 8 Dimension 2","Room 8 Level","Room 8 Type","Room 9 Dimension 1","Room 9 Dimension 2","Room 9 Level","Room 9 Type","Room Type Search","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","SP/OLP Ratio","Storeys in Building","Title Search","Tot Units in Strata Plan","Units in Development","Zoning"
"R2986114","T","5475 DRIFTWOOD STREET","H73","$819,900","4/4/2025","33","3","3","1,531","2018","7","4",,"Row House (Non-Strata)",,"1",,,"Freehold NonStrata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack","Webster Crossing","|FOYERBLW|OFFICBLW|KITCHMN|LVGRMMN|DINRMABV|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|LAUNDABV|",,"33",,,"Attached","4/4/2025 10:01 AM",,"5/7/2025","1","0","681","0","191","659","1,531","2",,"5/7/2025",,,"1",,,,"$819,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 6A3","4/28/2025","$535.53",,"Residential Attached","Yes","BC","Chilliwack",,"8'10","6'4","Below","Foyer","3'1","5'","Above","Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4'4","9'8","Below","Office",,,,,"9'11","13'11","Main","Kitchen","12'2","15'6","Main","Living Room","10'","16'7","Above","Dining Room","16'8","11'8","Above","Primary Bedroom","8'1","7'1","Above","Walk-In Closet","11'3","11'","Above","Bedroom","8'10","9'9","Above","Bedroom",,,,,,,,"No",,,"CD-16"
"R2977148","T","8 44405 FRESHWATER DRIVE","H73","$819,900","4/25/2025","16","4","3","1,783","2024","1","4","$346.55","Townhouse","PETR, RENY","1","2",,"Freehold Strata","Sardis","4","2","No","Main","4","No","Above","4","Yes","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","4","Chilliwack","Sandstone @ Webster Crossing","|LVGRMMN|KITCHMN|DINRMMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|BDRMBLW|",,"16",,,"Attached","3/12/2025 3:59 PM",,"5/12/2025","1","0","757","280","0","746","1,783","2",,"5/12/2025",,,"1",,,,"$819,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 6A3","4/25/2025","$459.84",,"Residential Attached","Yes","BC","Chilliwack",,"14'4","13'5","Main","Living Room","12'7","17'6","Below","Bedroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16'8","12'7","Main","Kitchen",,,,,"14'4","9'3","Main","Dining Room",,,,,"13'8","11'7","Above","Primary Bedroom","6'9","7'4","Above","Walk-In Closet","9'8","13'10","Above","Bedroom","9'9","11'10","Above","Bedroom",,,,,,,,,,,,"No",,,"CD-16"
"R3022091","P","44 44523 MCLAREN DRIVE","H73","$823,000","7/2/2025","5","4","3","2,600","2007","18","4","$475.00","Townhouse","PETR, RENY","1","2",,"Freehold Strata","Sardis","3","2","No","Main","3","Yes","Main","4","No","Above",,"No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"1","3","Chilliwack","The Grove","|LVGRMMN|KITCHMN|PANTRMN|DINRMMN|PBDRMMN|WICLOMN|LAUNDMN|BDRMABV|BDRMABV|RECRMBST|FAMRMBST|BDRMBST|UTILBST|","7/7/2025","5","5","5","Attached","7/2/2025 3:04 PM",,"1/2/2026","1","0","578","995","0","1,027","2,600","2",,"7/7/2025",,,"1","NOT USED",,,"$839,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 0C2","7/11/2025","$316.54","7/11/2025","Residential Attached","Yes","BC","Chilliwack",,"12'7","19'4","Main","Living Room","12'2","13'5","Above","Bedroom",,,,,"21'1","12'4","Bsmt","Recreation Room","12'7","21'6","Bsmt","Family Room","12'8","12'3","Bsmt","Bedroom","9'5","6'4","Bsmt","Utility",,,,,,,,,,,,,,,,,"9'9","17'5","Main","Kitchen",,,,,"4'2","4'10","Main","Pantry","7'6","11'5","Main","Dining Room","11'","14'7","Main","Primary Bedroom","5'1","6'5","Main","Walk-In Closet","5'5","2'10","Main","Laundry",,,,,"12'2","13'8","Above","Bedroom",,"7/7/2025","$823,000",,,,,"No",,,"CD-11"
"R2974698","A","16 6026 LINDEMAN STREET","H74","$825,000","3/7/2025","159","3","3","1,887","2014","11","5","$310.90","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","0","2","No","Main",,"No",,,"No",,,"No",,"3","No","Above",,"No",,,"No",,,"No",,"9BATH3|9BATH3|9BATH3|9BATH3|9BATH3|9BATH3|9BATH3|9BATH3|","0","3","Chilliwack",,"|LVGRMMN|DINRMMN|KITCHMN|DENMN|PANTRMN|PBDRMABV|BDRMABV|BDRMABV|LAUNDABV|",,"159",,,"Attached","3/7/2025 2:53 PM",,"10/6/2025",,"260","711","0","110","806","1,627","2",,"3/7/2025",,,"1",,,,"$825,000",,"Fraser Valley Real Estate Board",,,"3","V2R 0W1","3/6/2025","$437.20",,"Residential Attached","Yes","BC","Chilliwack",,"16'4","14'2","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17'","8'2","Main","Dining Room",,,,,"9'2","11'","Main","Kitchen","8'2","8'3","Main","Den","5'","6'","Main","Pantry","12'","11'","Above","Primary Bedroom","10'3","10'2","Above","Bedroom","10'3","10'3","Above","Bedroom","5'5","3'9","Above","Laundry",,,,,,,,"No",,,"R4"
"R3034724","A","8 6590 FERN STREET","H73","$825,000","8/7/2025","6","3","3","2,010","2024","1","3","$298.54","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack","FERNS","|FOYERBLW|RECRMBLW|LVGRMMN|DINRMMN|KITCHMN|DENMN|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|",,"98",,,"Attached","8/7/2025 9:56 AM",,"12/31/2025","1","0","745","0","480","785","2,010","2",,"8/7/2025",,,"1",,,,"$825,000",,"Real Estate Board of Greater Vancouver",,,"3","V2R 2Z7","8/7/2025","$410.45",,"Residential Attached","No","BC","Chilliwack",,"7'3","6'6","Below","Foyer","8'9","5'3","Above","Walk-In Closet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20'","12'6","Below","Recreation Room",,,,,"14'6","13'10","Main","Living Room","14'6","10'9","Main","Dining Room","14'6","12'9","Main","Kitchen","5'3","10'3","Main","Den","14'6","14'","Above","Primary Bedroom","9'9","10'3","Above","Bedroom","9'9","10'3","Above","Bedroom",,,,,,,,"Yes","8","8","R4"
"R2976258","T","26 6026 LINDEMAN STREET","H74","$830,000","3/11/2025","51","4","4","2,270","2014","11",,"$308.00","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","0","2","No","Main","3","No","Above",,"No",,,"No",,"3","No","Above",,"No",,,"No",,,"No",,"9BATH3|9BATH3|9BATH3|9BATH3|9BATH3|9BATH3|","0","4","Chilliwack",,"|LVGRMMN|DINRMMN|KITCHMN|DENMN|PANTRMN|PBDRMABV|BDRMABV|BDRMABV|BDRMABV|",,"51",,,"Attached","3/11/2025 3:38 PM",,"5/1/2025",,"110","0","0","0","2,160","2,160","3",,"5/1/2025",,,"1",,,,"$830,000",,"Fraser Valley Real Estate Board",,,"1","V2R 0W1","3/11/2025","$365.64",,"Residential Attached","Yes","BC","Chilliwack",,"16'4","14'2","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17'","8'2","Main","Dining Room",,,,,"9'2","11'","Main","Kitchen","8'2","8'3","Main","Den","5'","6'","Main","Pantry","12'","11'","Above","Primary Bedroom","10'3","10'2","Above","Bedroom","10'3","10'3","Above","Bedroom","11'","10'2","Above","Bedroom",,,,,,,,"No",,,"R4"
"R2999298","A","133 6026 LINDEMAN STREET","H74","$838,500","5/6/2025","99","3","3","2,108","2019","6","6","$308.25","Townhouse","PETY, RENY","1","2",,"Freehold Strata","Sardis","4","2","No","Main","4","Yes","Below","4","No","Below",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","HILLCREST LANE","|LVGRMMN|DINRMMN|KITCHMN|DENMN|PANTRMN|PBDRMBLW|BDRMBLW|BDRMBLW|LAUNDBLW|",,"99",,,"Attached","5/6/2025 3:55 PM",,"8/31/2025","1","0","0","528","793","787","2,108","2",,"5/6/2025",,,"1",,,,"$838,500","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0W1","5/6/2025","$397.77",,"Residential Attached","Yes","BC","Chilliwack",,"14'","14'","Main","Living Room","7'","6'4","Below","Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'","10'","Main","Dining Room",,,,,"10'","10'","Main","Kitchen","8'8","9'6","Main","Den","6'","5'","Main","Pantry",,,,,"14'","13'","Below","Primary Bedroom","12'","10'","Below","Bedroom","10'","10'","Below","Bedroom",,,,,,,,"No",,,"R4"
"R3018198","A","18 45526 TAMIHI WAY","H78","$838,800","6/20/2025","54","3","4","1,929","2016","9","2","$347.00","Townhouse","PETR, RENR","1","1",,"Freehold Strata","Sardis","4","2","No","Main","4","No","Above","4","Yes","Above","4","No","Below",,,,,,,,,,,,,,"0","3","Chilliwack","Brixton Station 2","|LVGRMMN|KITCHMN|DINRMMN|PATIOMN|PBDRMABV|WICLOABV|BDRMABV|BDRMBLW|RECRMBLW|LAUNDBLW|STOREBLW|",,"54",,,"Attached","6/20/2025 10:19 AM",,"12/31/2025","1","0","645","0","628","656","1,929","3",,"6/20/2025",,,"1",,,,"$838,800","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0Y2","6/20/2025","$434.84",,"Residential Attached","Yes","BC","Chilliwack",,"14'10","13'1","Main","Living Room","7'11","6'11","Below","Laundry","6'7","6'11","Below","Storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11'2","14'6","Main","Kitchen",,,,,"14'10","12'0","Main","Dining Room","14'10","11'10","Main","Patio","14'11","13'9","Above","Primary Bedroom","7'11","5'2","Above","Walk-In Closet","14'11","11'8","Above","Bedroom","14'10","10'1","Below","Bedroom","14'10","11'10","Below","Recreation Room",,,,,,,,"No",,,"CD-9"
"R2917449","T","36 44523 MCLAREN DRIVE","H73","$839,000","8/16/2024","262","3","3","2,478","2007","18","4","$470.38","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","4","4","Yes","Main","2","No","Main","4","No","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack",,"|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|BDRMABV|BDRMABV|",,"262",,,"Attached","8/21/2024 3:41 PM",,"5/5/2025","1","972","534","0","0","972","1,506","2",,"5/5/2025",,"No","1",,,,"$839,000",,"Real Estate Board of Greater Vancouver",,,"3","V2R 0C2","8/21/2024","$338.58",,"Residential Attached","Yes","BC","Chilliwack",,"13'","19'6","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9'6","12'1","Main","Dining Room",,,,,"9'1","13'2","Main","Kitchen","11'2","13'2","Main","Primary Bedroom","12'4","12'2","Above","Bedroom","12'4","13'6","Above","Bedroom",,,,,,,,,,,,,,,,,,,,"Yes",,,"CD-11"
"R3004523","T","8 6590 FERN STREET","H73","$839,500","5/19/2025","78","3","3","2,010","2024","1","3","$298.54","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above",,,,,,,,,,,,,,,,,"0","3","Chilliwack","FERNS","|FOYERBLW|RECRMBLW|LVGRMMN|DINRMMN|KITCHMN|DENMN|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|",,"92",,,"Attached","5/20/2025 11:28 AM",,"8/5/2025","1","0","745","0","480","785","2,010","2",,"8/5/2025",,,"1",,,,"$839,500",,"Real Estate Board of Greater Vancouver",,,"3","V2R 2Z7","5/20/2025","$417.66",,"Residential Attached","No","BC","Chilliwack",,"7'3","6'6","Below","Foyer","8'9","5'3","Above","Walk-In Closet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20'","12'6","Below","Recreation Room",,,,,"14'6","13'10","Main","Living Room","14'6","10'9","Main","Dining Room","14'6","12'9","Main","Kitchen","5'3","10'3","Main","Den","14'6","14'","Above","Primary Bedroom","9'9","10'3","Above","Bedroom","9'9","10'3","Above","Bedroom",,,,,,,,"Yes","8","8","R4"
"R2982679","T","9 46211 PROMONTORY ROAD","H73","$839,900","3/27/2025","69","4","4","2,280","2021","4","2",,"Row House (Non-Strata)","PETR, RENY","1",,"100","First Nations Lease","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above","4","No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"0","4","Chilliwack","Iron Horse","|LVGRMMN|DINRMMN|KITCHMN|LAUNDMN|PBDRMABV|BDRMABV|BDRMABV|RECRMBST|BDRMBLW|",,"69",,,"Attached","3/27/2025 3:28 PM",,"6/4/2025","1","0","690","795","0","795","2,280","3",,"6/4/2025",,,"1",,,"2133","$839,900",,"Chilliwack & District Real Estate Board",,,"3","V2R 6E4","5/12/2025","$368.38",,"Residential Attached","Yes","BC","Chilliwack",,"13'6","13'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14'6","11'","Main","Dining Room",,,,,"14'","11'","Main","Kitchen","4'","4'","Main","Laundry","13'6","12'","Above","Primary Bedroom","10'0","10'2","Above","Bedroom","10'2","9'10","Above","Bedroom","17'2","22'2","Bsmt","Recreation Room","12'10","15'6","Below","Bedroom",,,,,,,,"No",,,"RSV-3"
"R3004211","P","48 44523 MCLAREN DRIVE","H73","$842,500","5/20/2025","63","4","4","2,868","2007","18","3","$475.00","Townhouse","PETY, RENY","1","2",,"Freehold Strata","Sardis","3","2","No","Main","3","Yes","Main","4","No","Above","4","No","Below",,"No",,,"No",,,"No",,,"No",,,"0","4","Chilliwack",,"|LVGRMBLW|DINRMMN|KITCHMN|FOYERMN|PBDRMMN|LAUNDMN|BDRMABV|BDRMABV|FLEXABV|MEDIABLW|STUDYBLW|BDRMBLW|STOREBLW|","7/22/2025","63","63","63","Attached","5/20/2025 2:11 PM",,"8/31/2025","1","0","722","0","1,076","1,070","2,868","3",,"7/22/2025",,,"1","NOT USED",,,"$849,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0C2","8/1/2025","$293.76","8/1/2025","Residential Attached","Yes","BC","Chilliwack",,"14'4","16'","Below","Living Room","24'5","13'5","Below","Media Room","12'5","7'1","Below","Study","16'9","12'7","Below","Bedroom","14'2","15'8","Below","Storage",,,,,,,,,,,,,,,,,,,,,,,,,"9'","11'","Main","Dining Room",,,,,"12'","14'","Main","Kitchen","5'","12'","Main","Foyer","17'5","12'5","Main","Primary Bedroom","7'","12'11","Main","Laundry","12'5","12'3","Above","Bedroom","12'5","11'2","Above","Bedroom","14'4","9'2","Above","Flex Room",,"7/22/2025","$842,500",,,,,"No",,,"R5"
"R3005246","T","8 44523 MCLAREN DRIVE","H73","$845,000","5/20/2025","41","4","4","2,242","2006","19","4","$470.00","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above","2","No","Main","4","No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"1","3","Chilliwack","The GROVE","|FOYERMN|LVGRMMN|DINRMMN|KITCHMN|LAUNDMN|PBDRMABV|BDRMABV|BDRMABV|BDRMBST|STMRMBLW|",,"63",,,"Attached","5/21/2025 10:14 AM",,"6/30/2025","1","0","913","627","0","702","2,242","3",,"6/30/2025",,,"1",,,,"$845,000",,"Fraser Valley Real Estate Board",,,"3","V2R 0C2","5/21/2025","$376.90",,"Residential Attached","Yes","BC","Chilliwack",,"15'3","9'8","Main","Foyer","8'11","3'6","Below","Steam Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18'11","13'6","Main","Living Room",,,,,"16'11","7'8","Main","Dining Room","13'0","9'1","Main","Kitchen","8'9","5'6","Main","Laundry","14'1","11'4","Above","Primary Bedroom","13'9","12'2","Above","Bedroom","13'1","12'2","Above","Bedroom","26'5","12'3","Bsmt","Bedroom",,,,,,,,"No",,,"CD-11"
"R2996712","T","8 6590 FERN STREET","H73","$849,990","5/1/2025","14","3","3","2,010","2024","1","3","$298.54","Townhouse","PETR","1",,,"Freehold Strata","Sardis","4","2","No","Main",,"No",,,"No",,,"No",,"4","No","Above",,"No",,,"No",,,"No",,"9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|9BATH4|","0","3","Chilliwack","Ferns","|FOYERBLW|RECRMBLW|LVGRMMN|DINRMMN|KITCHMN|DENMN|BDRMABV|BDRMABV|PBDRMABV|WICLOABV|",,"14",,,"Attached","5/2/2025 11:07 AM",,"5/15/2025","1","0","745","0","480","785","2,010","2",,"5/15/2025",,,"1",,,,"$849,990",,"Fraser Valley Real Estate Board",,,"3","V2R 2Z7","4/30/2025","$422.88",,"Residential Attached","Yes","BC","Chilliwack",,"7'3","6'6","Below","Foyer","8'9","5'3","Above","Walk-In Closet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20'0","12'6","Below","Recreation Room",,,,,"14'6","13'10","Main","Living Room","14'6","10'9","Main","Dining Room","14'6","12'8","Main","Kitchen","5'3","10'3","Main","Den","9'9","10'3","Above","Bedroom","9'9","10'3","Above","Bedroom","14'6","14'0","Above","Primary Bedroom",,,,,,,,"No","8",,"R4"
"R3003289","P","5627 SAPPERS WAY","H78","$853,650","5/15/2025","74","4","3","2,134","2012","13","3",,"Row House (Non-Strata)",,"1",,,"Freehold NonStrata","Sardis","3","2","No","Main","3","Yes","Above","4","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"1","3","Chilliwack","GARRISON CROSSING","|FOYERMN|KITCHMN|DINRMMN|LVGRMMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|RECRMBST|BDRMBST|LAUNDBST|BARRMBST|UTILBST|","7/28/2025","74","74","74","Attached","5/15/2025 10:42 AM",,"7/17/2025","2","0","712","711","0","711","2,134","2",,"7/28/2025",,,"1","NOT USED",,,"$899,900","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 0S2","8/12/2025","$400.02","8/12/2025","Residential Attached","Yes","BC","Chilliwack",,"3'10","5'8","Main","Foyer","12'2","11'10","Bsmt","Bedroom","8'1","7'10","Bsmt","Laundry","9'10","7'10","Bsmt","Bar Room","3'11","9'2","Bsmt","Utility",,,,,,,,,,,,,,,,,,,,,,,,,"9'10","13'3","Main","Kitchen",,,,,"7'5","11'4","Main","Dining Room","20'8","17'1","Main","Living Room","11'10","13'6","Above","Primary Bedroom","5'1","8'4","Above","Walk-In Closet","10'4","11'3","Above","Bedroom","10'0","12'4","Above","Bedroom","13'1","17'0","Bsmt","Recreation Room",,"7/28/2025","$853,650",,,,,"No",,,"CD-9"
"R2988071","C","12 46808 HUDSON ROAD","H74","$858,800","4/8/2025","77","3","4","2,537","2008","17","4","$365.00","Townhouse","PETR, RENR","1",,,"Freehold Strata","Sardis","3","2","No","Main","3","Yes","Above","2","No","Bsmt","4","No","Above",,,,,,,,,,,,,,"0","3","Chilliwack","CEDAR SPRINGS","|KITCHMN|DINRMMN|LVGRMMN|FOYERMN|PORCHMN|PATIOMN|BDRMABV|BDRMABV|LAUNDABV|WICLOABV|PBDRMABV|MEDIABST|FLEXBST|STOREBST|",,"77",,,"Attached","4/8/2025 3:39 PM",,"10/8/2025","1","0","981","774","0","782","2,537","2",,"6/24/2025",,,"2",,,,"$858,800",,"Real Estate Board of Greater Vancouver",,,"3","V2R 0L4","4/8/2025","$338.51",,"Residential Attached","Yes","BC","Chilliwack",,"9'8","9'5","Main","Kitchen","9'2","5'1","Above","Walk-In Closet","13'10","15'5","Above","Primary Bedroom","12'9","14'6","Bsmt","Media Room","12'7","12'2","Bsmt","Flex Room","15'6","13'10","Bsmt","Storage",,,,,,,,,,,,,,,,,,,,,"13'11","9'4","Main","Dining Room",,,,,"13'11","15'3","Main","Living Room","6'7","5'1","Main","Foyer","5'6","4'1","Main","Porch (enclosed)","11'10","10'0","Main","Patio","11'6","15'2","Above","Bedroom","11'6","15'2","Above","Bedroom","6'9","5'8","Above","Laundry",,,,,,,,"Yes",,,"R4"
"R2993257","T","5 47203 VISTA PLACE","H74","$859,000","4/23/2025","71","3","4","2,235","2021","4","2","$290.00","Townhouse","PETY, PETR, RENY, RENR","1","No Restriction","100","Freehold Strata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above","4","No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","VISTA TOWNHOMES","|LVGRMMN|KITCHMN|DINRMMN|FOYERMN|PBDRMABV|BDRMABV|BDRMABV|WICLOABV|LAUNDABV|",,"127",,,"Attached","4/23/2025 8:45 AM",,"7/3/2025","1","0","914","664","0","657","2,235","3",,"7/3/2025",,,"1",,,,"$859,000","Feet","Chilliwack & District Real Estate Board",,,"3","V2R 6E2","4/23/2025","$384.34",,"Residential Attached","Yes","BC","Chilliwack",,"15'","12'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'","12'","Main","Kitchen",,,,,"10'","12'","Main","Dining Room","6'","5'","Main","Foyer","14'","12'6","Above","Primary Bedroom","14'","10'","Above","Bedroom","10'","10'","Above","Bedroom","7'","6'","Above","Walk-In Closet","6'","8'","Above","Laundry",,,,,,,,"Yes",,"27","R4"
"R2995905","T","8 44523 MCLAREN DRIVE","H73","$859,700","4/29/2025","22","4","4","2,242","2006","19","4","$475.00","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","3","4","No","Above","3","Yes","Above","2","No","Main","4","No","Bsmt",,"No",,,"No",,,"No",,,"No",,,"1","3","Chilliwack","The GROVE","|FOYERMN|LVGRMMN|DINRMMN|KITCHMN|LAUNDMN|PBDRMABV|BDRMABV|BDRMABV|BDRMBST|STMRMBLW|",,"22",,,"Attached","4/29/2025 4:03 PM",,"5/21/2025","1","0","913","627","0","702","2,242","3",,"5/21/2025",,,"1",,,,"$859,700",,"Fraser Valley Real Estate Board",,,"3","V2R 0C2","4/29/2025","$383.45",,"Residential Attached","Yes","BC","Chilliwack",,"15'3","9'8","Main","Foyer","8'11","3'6","Below","Steam Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18'11","13'6","Main","Living Room",,,,,"16'11","7'8","Main","Dining Room","13'0","9'1","Main","Kitchen","8'9","5'6","Main","Laundry","14'1","11'4","Above","Primary Bedroom","13'9","12'2","Above","Bedroom","13'1","12'2","Above","Bedroom","26'5","12'3","Bsmt","Bedroom",,,,,,,,"No",,,"CD-11"
"R2999549","A","3 47203 VISTA PLACE","H74","$868,888","5/7/2025","98","4","4","2,250","2022","3","3","$290.00","Townhouse","NO","1","No Restriction",,"Freehold Strata","Sardis","9","2","No","Main","5","Yes","Below","4","Yes","Below","4","No","Bsmt",,"No",,,"No",,,"No",,,"No",,"|1BATH2|2BATH5|3BATH4|4BATH4|","2","2","Chilliwack","Vista Townhomes (Promontory )","|GREATMN|KITCHMN|DINRMMN|FOYERMN|PANTRMN|PBDRMBLW|BDRMBLW|WICLOBLW|STOREBLW|BDRMBST|BDRMBST|UTILBST|",,"98",,,"Attached","5/7/2025 2:45 PM",,"10/31/2025","1","0","0","650","770","830","2,250","3",,"5/7/2025",,"No","1",,,,"$868,888","Feet","Fraser Valley Real Estate Board",,,"3","V2R 0R9","7/17/2025","$386.17",,"Residential Attached","Yes","BC","Chilliwack",,"16'9","18'","Main","Great Room","13'","10'","Bsmt","Bedroom","12'","13'","Bsmt","Bedroom","6'","6'","Bsmt","Utility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13'","8'10","Main","Kitchen",,,,,"12'6","11'","Main","Dining Room","5'","20'","Main","Foyer","4'2","4'2","Main","Pantry","13'8","12'4","Below","Primary Bedroom","10'6","10'","Below","Bedroom","5'","8'10","Below","Walk-In Closet","9'10","4'","Below","Storage",,,,,,,,"No",,"27","R4"
